paper_label,paper_estimate_id,url,journal,publication_year,field,context,empirical_strategy,outcome,outcome_type,outcome_subgroup,control_outcome,independent_variable,temporal_scale,sample_size,increase_independent_variable,independent_variable_dummy,is_standardized,log_outcome,mean_outcome,sd_outcome,mean_independant_variable,sd_independent_variable,estimate,standard_error,first_stage_statistic,source_summary_stats,source_results,remarks,open_data
simeonova et al. (2019),476,http://jhr.uwpress.org/content/early/2019/10/07/jhr.56.4.0218-9363R2,JHR,2019,economics,"stockholm, sweden",difference in differences,acute asthma episodes (age < 5),morbidity,children,0,policy dummy * permanent implementation,monthly,7416,policy dummy * permanent implementation,1,0,0,19.06,NA,NA,NA,-9.597,1.935,NA,table 3,table 3 - column 2,NA,0
simeonova et al. (2019),477,http://jhr.uwpress.org/content/early/2019/10/07/jhr.56.4.0218-9363R2,JHR,2019,economics,"stockholm, sweden",difference in differences,acute asthma episodes (age < 6 months),morbidity,infant,0,policy dummy * permanent implementation,monthly,6901,policy dummy * permanent implementation,1,0,0,16.52,NA,NA,NA,-2.516,1.546,NA,table 3,table 3 - column 2,NA,0
simeonova et al. (2019),478,http://jhr.uwpress.org/content/early/2019/10/07/jhr.56.4.0218-9363R2,JHR,2019,economics,"stockholm, sweden",difference in differences,unintentional injuries (age < 5),morbidity,children,1,policy dummy * permanent implementation,monthly,7416,policy dummy * permanent implementation,1,0,0,8.711,NA,NA,NA,0.966,0.337,NA,table 5,table 5 - column 4,NA,0
simeonova et al. (2019),479,http://jhr.uwpress.org/content/early/2019/10/07/jhr.56.4.0218-9363R2,JHR,2019,economics,"stockholm, sweden",difference in differences,all other diagnoses (age < 5),morbidity,children,1,policy dummy * permanent implementation,monthly,7416,policy dummy * permanent implementation,1,0,0,183,NA,NA,NA,-7.885,23.685,NA,table 5,table 5 - column 5,NA,0
xia et al. (2022),480,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",conventional time series,log of health care visits,morbidity,all,0,pm2.5,daily,16512,1 µg/m³ increase in pm2.5,0,0,1,52.04002,13.93,8.1,6.7,1.16e-4,7.6e-5,NA,table 1,table 4 - column 1,NA,0
xia et al. (2022),481,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",instrumental variable,log of health care visits,morbidity,all,0,pm2.5,daily,14040,1 µg/m³ increase in pm2.5,0,0,1,52.04002,13.93,8.1,6.7,3.87e-4,2.22e-4,NA,table 1,table 4 - column 1,NA,0
xia et al. (2022),482,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",conventional time series,log of total expenses,morbidity,all,0,pm2.5,daily,16512,1 µg/m³ increase in pm2.5,0,0,1,30.56,9.999999,8.1,6.7,1.63e-4,9.2e-5,NA,table 1,table 4 - column 2,NA,0
xia et al. (2022),483,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",instrumental variable,log of total expenses,morbidity,all,0,pm2.5,daily,14040,1 µg/m³ increase in pm2.5,0,0,1,30.56,9.999999,8.1,6.7,3.76e-4,2.42e-4,NA,table 1,table 4 - column 2,NA,0
xia et al. (2022),484,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",conventional time series,log of medication expenses,morbidity,all,0,pm2.5,daily,16512,1 µg/m³ increase in pm2.5,0,0,1,18.82999,5.8,8.1,6.7,1.41e-4,8.5e-5,NA,table 1,table 4 - column 3,NA,0
xia et al. (2022),485,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",instrumental variable,log of medication expenses,morbidity,all,0,pm2.5,daily,14040,1 µg/m³ increase in pm2.5,0,0,1,18.82999,5.8,8.1,6.7,3.99e-4,2.37e-4,NA,table 1,table 4 - column 3,NA,0
xia et al. (2022),486,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",conventional time series,log of out-of-pocket expenses,morbidity,all,0,pm2.5,daily,16512,1 µg/m³ increase in pm2.5,0,0,1,8.809996,3.070001,8.1,6.7,1.63e-4,9.1e-5,NA,table 1,table 4 - column 4,NA,0
xia et al. (2022),487,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",instrumental variable,log of out-of-pocket expenses,morbidity,all,0,pm2.5,daily,14040,1 µg/m³ increase in pm2.5,0,0,1,8.809996,3.070001,8.1,6.7,4.07e-4,2.35e-4,NA,table 1,table 4 - column 4,NA,0
xia et al. (2022),488,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",conventional time series,log of cardiovascular medication,morbidity,all,0,pm2.5,daily,16512,1 µg/m³ increase in pm2.5,0,0,1,2.85,0.86,8.1,6.7,1.55e-4,8.6e-5,NA,table 1,table 4 - column 5,NA,0
xia et al. (2022),489,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",instrumental variable,log of cardiovascular medication,morbidity,all,0,pm2.5,daily,14040,1 µg/m³ increase in pm2.5,0,0,1,2.85,0.86,8.1,6.7,6.43e-4,2.76e-4,NA,table 1,table 4 - column 5,NA,0
xia et al. (2022),490,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",conventional time series,log of respiratory medication,morbidity,all,0,pm2.5,daily,16512,1 µg/m³ increase in pm2.5,0,0,1,0.3399999,0.11,8.1,6.7,1.23e-4,7.6e-5,NA,table 1,table 4 - column 6,NA,0
xia et al. (2022),491,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",instrumental variable,log of respiratory medication,morbidity,all,0,pm2.5,daily,14040,1 µg/m³ increase in pm2.5,0,0,1,0.3399999,0.11,8.1,6.7,4.74e-4,1.93e-4,NA,table 1,table 4 - column 6,NA,0
xia et al. (2022),492,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",conventional time series,log of other western medication,morbidity,all,0,pm2.5,daily,16512,1 µg/m³ increase in pm2.5,0,0,1,7.599998,2.42,8.1,6.7,1.4e-4,8.8e-5,NA,table 1,table 4 - column 7,NA,0
xia et al. (2022),493,https://www.sciencedirect.com/science/article/abs/pii/S0095069622000523,JEEME,2022,economics,"beijing, china",instrumental variable,log of other western medication,morbidity,all,0,pm2.5,daily,14040,1 µg/m³ increase in pm2.5,0,0,1,7.599998,2.42,8.1,6.7,4.32e-4,2.49e-4,NA,table 1,table 4 - column 7,NA,0
zhong et al. (2017),494,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for coronary heart problem - full population,morbidity,all,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,0.416,0.619,NA,NA,0.081,0.031,NA,table 2,table 6 - column 2,NA,0
zhong et al. (2017),495,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for all heart problem - full population,morbidity,all,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,5.102,2.614,NA,NA,0.168,0.116,NA,table 2,table 6 - column 1,NA,0
zhong et al. (2017),496,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for fever problem - full population,morbidity,all,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,1.651,1.323,NA,NA,0.193,0.06,NA,table 2,table 6 - column 3,NA,0
zhong et al. (2017),497,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for injury problem - full population,morbidity,all,1,number 4 day,daily,1458,number 4 day dummy,1,0,0,8.542,3.323,NA,NA,-0.091,0.136,NA,table 2,table 6 - column 4,NA,0
zhong et al. (2017),498,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for coronary heart problem - male population,morbidity,all and male,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.112,0.035,NA,NA,table 6 - column 2,NA,0
zhong et al. (2017),499,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for all heart problem - male population,morbidity,all and male,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.232,0.132,NA,NA,table 6 - column 1,NA,0
zhong et al. (2017),500,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for fever problem - male population,morbidity,all and male,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.202,0.078,NA,NA,table 6 - column 3,NA,0
zhong et al. (2017),501,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for injury problem - male population,morbidity,all and male,1,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,-0.119,0.176,NA,NA,table 6 - column 4,NA,0
zhong et al. (2017),502,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for coronary heart problem - female population,morbidity,all and female,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.034,0.043,NA,NA,table 6 - column 2,NA,0
zhong et al. (2017),503,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for all heart problem - female population,morbidity,all and female,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.141,0.147,NA,NA,table 6 - column 1,NA,0
zhong et al. (2017),504,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for fever problem - female population,morbidity,all and female,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.211,0.078,NA,NA,table 6 - column 3,NA,0
zhong et al. (2017),505,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for injury problem - female population,morbidity,all and female,1,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.003,0.142,NA,NA,table 6 - column 4,NA,0
zhong et al. (2017),506,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for coronary heart problem - ages 65 and older population,morbidity,old,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.156,0.233,NA,NA,table 6 - column 2,NA,0
zhong et al. (2017),507,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for all heart problem - ages 65 and older population,morbidity,old,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.594,0.743,NA,NA,table 6 - column 1,NA,0
zhong et al. (2017),508,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for fever problem - ages 65 and older population,morbidity,old,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,1.321,0.44,NA,NA,table 6 - column 3,NA,0
zhong et al. (2017),509,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for injury problem - ages 65 and older population,morbidity,old,1,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,-0.799,0.59,NA,NA,table 6 - column 4,NA,0
zhong et al. (2017),510,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for coronary heart problem - ages 15 to 64 population,morbidity,15 to 64,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.081,0.021,NA,NA,table 6 - column 2,NA,0
zhong et al. (2017),511,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for all heart problem - ages 15 to 64 population,morbidity,15 to 64,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.153,0.102,NA,NA,table 6 - column 1,NA,0
zhong et al. (2017),512,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for fever problem - ages 15 to 64 population,morbidity,15 to 64,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.074,0.03,NA,NA,table 6 - column 3,NA,0
zhong et al. (2017),513,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for injury problem - ages 15 to 64 population,morbidity,15 to 64,1,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.002,0.131,NA,NA,table 6 - column 4,NA,0
zhong et al. (2017),514,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for fever problem - ages below 15,morbidity,children/young,0,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,0.179,0.292,NA,NA,table 6 - column 3,NA,0
zhong et al. (2017),515,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",reduced-form,ambulance call rate for injury problem - ages below 15,morbidity,children/young,1,number 4 day,daily,1458,number 4 day dummy,1,0,0,NA,NA,NA,NA,-0.093,0.251,NA,NA,table 6 - column 4,NA,0
zhong et al. (2017),516,https://www.journals.uchicago.edu/doi/suppl/10.1086/692115,JAERE,2017,economics,"beijing, china",instrumental variable,ambulance call rate for coronary heart problem - full population,morbidity,all,0,no2,daily,1377,1 µg/m³ increase in no2,0,0,0,0.416,0.619,50.24,6.14,0.007,0.003,NA,table 2,table 8 - column 2,NA,0
